,LEAVER,AGE,S0287,T0080,SALARY,T0329,T0333,T0159,T0165,EXPER,T0356,T0278,T0277,T0330
3201,0,0,1.0,1.0,0,1,1,1,1,6,1,18,20,1
3202,0,1,0.0,0.0,1,1,0,0,0,1,2,4,11,2
3203,0,1,0.0,1.0,1,0,1,0,0,2,2,0,2,3
3204,0,1,0.0,1.0,1,0,0,1,1,4,2,6,20,4
3206,0,1,0.0,1.0,0,0,0,0,1,6,2,0,8,4
3207,0,1,0.0,1.0,1,0,0,0,1,5,1,50,1,4
3208,0,1,0.0,1.0,1,1,0,0,0,3,2,15,10,1
3209,0,1,0.0,0.0,1,1,1,0,1,1,2,1,5,2
3210,0,1,1.0,1.0,1,0,0,1,1,2,1,5,13,3
3212,0,1,0.0,0.0,1,1,0,1,1,3,1,0,3,1
3214,0,1,0.0,0.0,1,1,1,0,0,1,2,10,4,2
3215,0,1,0.0,0.0,1,1,0,1,1,5,1,8,3,3
3218,0,1,1.0,0.0,0,1,1,1,1,1,1,2,20,1
3219,0,1,1.0,1.0,0,0,0,0,0,4,1,15,1,3
3221,0,1,0.0,0.0,1,1,0,1,0,3,2,0,5,2
3223,0,1,1.0,0.0,0,1,0,0,1,1,1,2,4,1
3225,0,0,0.0,1.0,1,0,1,1,1,5,2,6,16,3
3227,0,0,1.0,0.0,1,0,0,1,1,1,2,3,21,4
3230,0,0,0.0,0.0,1,0,0,0,0,2,2,5,6,4
3231,0,0,0.0,1.0,1,0,0,0,1,3,1,5,2,3
3232,0,0,0.0,0.0,1,1,1,1,1,6,1,2,3,2
3234,0,1,0.0,0.0,1,0,0,0,1,3,2,0,15,4
3235,0,0,0.0,1.0,1,0,0,0,1,1,2,3,16,4
3236,0,0,0.0,0.0,1,1,0,0,1,3,1,5,5,2
3242,0,1,1.0,0.0,1,0,0,0,1,2,2,2,12,4
3244,0,1,0.0,0.0,1,0,0,0,1,1,1,7,6,4
3246,0,1,0.0,0.0,1,0,0,0,1,5,2,20,12,4
3249,0,1,0.0,0.0,1,1,1,0,1,3,1,10,5,1
3250,0,1,1.0,0.0,1,0,0,1,1,3,2,2,6,3
3254,0,1,1.0,1.0,1,0,0,1,1,6,2,0,10,4
3256,0,1,0.0,1.0,1,0,0,0,1,3,2,0,3,4
3257,0,1,1.0,0.0,1,0,0,0,0,2,2,5,3,4
3258,0,1,0.0,0.0,0,1,1,1,1,3,2,4,12,2
3259,0,1,0.0,0.0,1,0,0,1,0,1,2,1,4,4
3262,0,1,1.0,1.0,1,0,0,0,1,2,2,0,14,3
3263,0,1,1.0,0.0,1,0,0,0,1,2,2,5,25,3
3267,0,1,0.0,0.0,1,1,0,0,1,2,2,0,5,2
3268,0,0,0.0,0.0,1,0,0,1,1,3,1,12,10,3
3272,0,0,1.0,0.0,1,0,0,1,0,5,2,2,10,4
3275,0,1,1.0,0.0,1,1,0,0,1,1,2,12,15,2
3277,0,1,0.0,0.0,1,1,1,1,0,1,1,3,10,2
3278,0,0,0.0,0.0,1,0,0,0,1,6,2,0,0,4
3281,0,1,0.0,0.0,1,0,0,1,1,3,2,2,8,4
3282,0,1,0.0,0.0,1,1,1,1,1,4,2,13,12,2
3283,0,1,0.0,0.0,1,0,0,0,1,3,1,5,20,4
3284,0,1,1.0,0.0,1,0,0,1,1,4,2,0,7,4
3286,0,0,1.0,0.0,1,1,1,0,1,3,1,6,10,2
3288,0,1,1.0,1.0,0,0,0,1,1,6,1,1,1,4
3291,0,1,1.0,1.0,1,1,0,1,1,3,2,0,14,2
3292,0,0,,0.0,1,1,0,1,1,3,2,5,18,2
3293,0,1,,1.0,1,0,0,0,0,2,1,5,15,4
3294,0,1,0.0,0.0,1,0,1,1,1,2,1,2,2,3
3299,0,1,0.0,0.0,1,1,1,0,0,1,1,15,10,2
3300,0,1,0.0,1.0,1,0,0,1,1,1,2,3,6,4
3301,0,1,,0.0,1,1,0,0,1,3,1,10,5,3
3303,0,1,1.0,0.0,1,0,0,1,1,3,2,3,11,4
3304,0,1,,0.0,1,1,1,1,1,6,1,0,3,1
3306,0,1,0.0,0.0,1,0,0,1,1,4,2,1,2,4
3307,0,0,0.0,1.0,1,1,1,0,1,6,2,25,18,1
3308,0,0,0.0,0.0,1,0,0,1,1,5,2,1,10,3
3314,0,1,1.0,0.0,1,0,0,0,1,5,2,0,12,4
3316,0,1,0.0,1.0,0,0,0,1,1,1,2,0,10,4
3318,0,1,0.0,0.0,1,0,0,1,1,3,2,1,7,4
3320,0,1,0.0,0.0,1,0,0,0,1,3,1,0,0,4
3325,0,1,1.0,0.0,1,0,0,1,1,2,2,0,6,4
3326,0,0,1.0,0.0,1,0,0,1,1,5,2,0,10,4
3333,0,1,0.0,0.0,0,1,1,1,1,1,2,5,8,2
3336,0,1,0.0,0.0,1,0,0,1,1,3,2,3,14,4
3339,0,1,1.0,0.0,1,0,0,1,1,2,2,3,12,4
3340,0,1,1.0,0.0,1,1,1,0,1,5,1,30,8,1
3343,0,1,,0.0,1,1,0,0,1,2,1,2,9,3
3344,0,1,1.0,0.0,1,1,1,0,0,1,1,30,35,2
3347,0,1,0.0,0.0,1,1,0,1,0,5,1,2,5,2
3348,0,1,0.0,,1,0,0,1,1,1,2,0,5,4
3350,0,1,0.0,1.0,0,0,0,0,1,5,2,20,3,2
3353,0,1,0.0,0.0,1,0,0,1,1,3,2,2,6,4
3354,0,1,1.0,0.0,0,0,0,0,1,3,2,2,4,4
3355,0,0,0.0,0.0,1,0,0,0,0,1,2,0,2,4
3356,0,1,0.0,0.0,1,1,0,0,0,3,1,0,2,2
3357,0,1,0.0,0.0,1,0,0,1,1,3,2,12,5,4
3359,0,1,0.0,1.0,1,0,0,1,1,1,2,2,7,4
3361,0,1,1.0,0.0,1,1,0,1,1,2,2,2,5,2
3362,0,1,1.0,0.0,0,0,0,1,1,3,2,1,3,4
3364,0,1,0.0,0.0,1,1,0,1,0,5,2,5,15,2
3365,0,1,0.0,0.0,1,1,0,0,0,2,2,3,6,3
3366,0,1,1.0,1.0,1,0,0,1,1,4,2,1,3,4
3367,0,1,0.0,0.0,1,1,1,0,1,2,2,5,2,1
3368,0,1,0.0,0.0,1,0,0,1,0,1,2,10,3,2
3370,0,1,0.0,1.0,1,1,0,1,1,1,2,2,5,3
3371,0,1,0.0,1.0,0,0,0,1,1,1,2,4,4,3
3375,0,1,0.0,0.0,1,0,0,0,0,5,2,0,3,3
3376,0,1,1.0,0.0,0,0,0,1,1,1,1,10,5,3
3378,0,1,1.0,0.0,1,0,0,1,1,3,1,2,10,2
3381,0,1,,0.0,1,1,0,0,0,3,1,5,15,2
3382,0,1,1.0,0.0,1,0,0,1,0,6,2,6,6,4
3383,0,0,,0.0,1,0,1,0,1,2,2,3,10,2
3384,0,1,0.0,1.0,1,0,0,0,1,3,2,2,24,4
3385,0,1,0.0,0.0,1,0,0,1,1,1,2,1,2,4
3387,0,1,,0.0,1,1,1,1,1,2,2,2,4,2
3388,0,0,0.0,0.0,1,0,0,1,1,2,2,5,10,1
3389,0,1,,0.0,1,1,1,1,0,1,2,5,23,2
3391,0,1,0.0,0.0,1,0,0,1,1,2,2,10,10,4
3393,0,1,,0.0,1,0,0,0,0,1,2,5,6,4
3395,0,1,0.0,0.0,1,1,0,0,1,1,1,2,11,2
3396,0,1,0.0,0.0,1,1,0,0,0,2,2,2,0,2
3398,0,1,1.0,0.0,1,0,0,1,0,1,1,2,10,3
3399,0,1,0.0,0.0,1,1,0,0,1,1,2,0,6,3
3400,0,1,0.0,1.0,1,0,0,0,1,5,2,1,1,4
3401,0,1,0.0,1.0,1,0,0,0,1,6,2,0,5,4
3404,0,1,1.0,0.0,1,0,0,1,1,1,2,1,10,4
3405,0,1,0.0,1.0,1,1,0,0,1,1,2,3,8,1
3411,0,1,0.0,0.0,1,1,1,0,1,1,2,4,0,2
3412,0,1,1.0,0.0,1,0,0,0,1,4,2,1,4,4
3413,0,1,,1.0,1,0,0,0,0,2,2,2,5,3
3417,0,1,0.0,0.0,1,0,0,0,1,6,2,0,15,4
3420,0,1,1.0,0.0,1,0,0,0,1,1,2,3,33,4
3421,0,1,,0.0,1,1,0,1,0,3,2,2,10,3
3422,0,1,1.0,0.0,1,0,0,1,0,2,2,5,10,4
3425,0,1,1.0,0.0,0,1,0,1,1,3,1,8,0,2
3426,0,1,1.0,0.0,1,0,0,0,1,4,2,4,18,3
3427,0,1,1.0,0.0,1,0,0,0,1,6,2,3,10,4
3428,0,1,1.0,1.0,1,0,0,0,1,6,2,0,6,4
3434,0,1,0.0,0.0,1,1,1,0,1,1,1,2,2,1
3435,0,1,0.0,0.0,1,0,0,1,1,3,1,0,1,3
3436,0,0,0.0,0.0,1,0,0,1,1,6,2,0,3,4
3438,0,1,0.0,0.0,1,0,0,1,1,5,2,2,12,4
3439,0,1,0.0,0.0,1,0,0,1,1,3,2,0,7,4
3443,0,0,0.0,0.0,1,0,0,0,1,2,2,10,12,4
3448,0,1,0.0,0.0,1,0,0,0,1,2,2,2,13,4
3450,0,1,0.0,0.0,1,0,0,0,1,1,2,3,8,4
3451,0,1,1.0,1.0,1,0,0,1,1,3,2,2,4,4
3452,0,1,0.0,1.0,0,0,0,0,1,6,1,0,2,3
3453,0,1,0.0,0.0,1,0,0,1,0,4,2,1,10,3
3454,0,1,0.0,0.0,1,0,0,1,0,2,2,1,13,4
3455,0,1,,0.0,1,0,0,1,0,2,2,0,5,4
3456,0,0,0.0,0.0,1,0,0,0,1,5,1,4,25,3
3457,0,1,0.0,0.0,1,0,1,0,1,3,1,2,10,3
3463,0,1,0.0,0.0,1,0,0,1,1,2,2,5,10,3
3464,0,1,1.0,0.0,1,0,0,0,1,2,2,4,20,4
3466,0,1,1.0,0.0,1,1,0,1,1,1,2,10,4,2
3467,0,1,0.0,0.0,0,0,0,0,1,4,2,2,10,3
3468,0,1,0.0,0.0,1,0,0,0,0,2,2,2,10,4
3470,0,1,0.0,0.0,1,1,0,0,1,2,2,3,15,1
3471,0,1,0.0,0.0,1,0,0,0,1,4,2,0,4,4
3473,0,1,0.0,1.0,0,1,0,1,1,3,1,20,15,2
3474,0,1,0.0,0.0,1,0,0,1,1,2,2,0,10,4
3475,0,1,,1.0,1,0,0,1,1,3,2,4,20,4
3476,0,1,,0.0,1,0,0,1,1,2,2,8,1,4
3478,0,1,0.0,1.0,0,0,0,1,1,5,1,0,4,4
3479,0,1,1.0,0.0,1,0,0,0,1,1,2,2,18,4
3480,0,0,0.0,0.0,1,0,0,1,1,1,2,0,5,4
3484,0,1,0.0,0.0,1,0,0,0,1,4,2,2,4,4
3485,0,1,0.0,0.0,1,1,0,1,1,2,2,1,7,2
3486,0,0,0.0,0.0,1,1,1,0,0,6,2,1,10,1
3491,0,1,0.0,0.0,1,1,0,0,0,1,2,5,15,2
3502,0,1,0.0,0.0,1,0,0,0,1,3,2,9,8,4
3505,0,0,0.0,,1,1,0,0,1,1,1,2,1,2
3508,0,1,1.0,1.0,1,0,0,0,0,3,2,0,12,4
3510,0,1,1.0,1.0,1,0,0,1,1,5,2,0,7,4
3512,0,1,1.0,0.0,1,0,0,0,1,3,2,3,7,4
3513,0,1,0.0,1.0,1,0,0,0,1,3,2,1,5,4
3516,0,0,0.0,1.0,1,0,0,1,1,4,2,0,3,4
3519,0,0,0.0,1.0,1,0,0,0,1,3,1,4,15,3
3520,0,0,1.0,1.0,0,0,1,0,0,6,2,2,23,3
3521,0,1,1.0,0.0,1,1,1,1,0,3,1,1,2,3
3522,0,1,1.0,0.0,0,0,0,0,0,5,1,15,8,4
3523,0,1,0.0,0.0,0,0,1,0,1,1,1,15,12,2
3524,0,1,1.0,0.0,1,0,0,0,1,2,2,5,20,4
3526,0,1,0.0,0.0,1,0,0,1,0,2,2,1,7,3
3527,0,1,1.0,0.0,1,1,1,0,1,2,1,8,5,1
3529,0,0,1.0,0.0,1,0,0,1,1,2,2,3,25,4
3531,0,1,0.0,0.0,1,0,1,1,0,6,1,5,1,4
3532,0,0,0.0,0.0,1,1,0,1,1,5,2,6,5,1
3533,0,1,0.0,0.0,1,1,0,0,1,6,2,6,10,1
3534,0,1,0.0,0.0,1,1,1,0,0,5,2,4,2,1
3535,0,1,0.0,0.0,1,0,0,0,0,1,2,2,10,4
3536,0,1,0.0,0.0,1,0,0,1,0,1,1,2,0,4
3538,0,1,1.0,0.0,1,0,0,0,1,6,2,6,0,3
3539,0,1,1.0,0.0,1,1,0,0,1,2,2,15,2,2
3542,0,1,0.0,0.0,1,0,0,1,0,3,2,1,5,3
3543,0,1,1.0,1.0,0,0,0,0,1,1,1,5,7,4
3544,0,1,0.0,0.0,1,0,0,1,1,2,2,0,5,4
3545,0,1,0.0,0.0,1,1,1,1,1,3,1,5,2,2
3547,0,1,1.0,0.0,1,1,1,1,1,3,1,5,20,2
3548,0,0,0.0,,0,1,0,0,0,1,1,1,0,2
3550,0,1,1.0,0.0,1,0,0,1,1,3,2,2,12,4
3554,0,1,1.0,0.0,1,0,0,0,0,1,2,4,10,4
3559,0,1,0.0,0.0,1,0,0,1,1,2,1,10,1,4
3560,0,1,,1.0,1,0,0,1,1,1,1,4,8,4
3561,0,1,0.0,0.0,1,0,0,0,1,1,2,0,5,4
3563,0,1,0.0,0.0,1,0,0,1,1,4,1,1,10,3
3570,0,1,1.0,0.0,1,0,0,1,1,3,2,7,8,2
3571,0,1,1.0,0.0,1,0,0,0,0,6,2,4,3,4
3572,0,1,1.0,0.0,1,0,0,0,1,1,2,8,10,3
3573,0,1,0.0,0.0,1,1,1,0,0,3,2,1,1,1
3574,0,1,0.0,0.0,1,0,0,1,0,3,2,1,10,4
3575,0,1,,0.0,1,0,0,1,1,4,2,2,8,4
3576,0,0,0.0,0.0,1,0,0,1,1,1,2,4,10,4
3577,0,1,0.0,0.0,1,0,0,1,1,2,1,0,11,4
3582,0,1,1.0,0.0,0,0,0,1,0,4,2,6,5,4
3583,0,1,0.0,0.0,1,0,0,0,0,1,2,3,15,4
3585,0,1,,0.0,0,0,1,0,1,2,1,8,15,2
3586,0,1,0.0,0.0,1,1,1,0,1,3,1,10,10,2
3587,0,1,0.0,0.0,0,0,1,1,1,2,1,8,10,3
3590,0,0,0.0,0.0,1,0,0,0,0,1,2,1,8,4
3593,0,1,0.0,0.0,1,0,0,1,1,3,2,0,6,3
3596,0,1,1.0,0.0,0,1,1,0,1,1,2,0,25,2
3597,0,1,0.0,0.0,1,0,0,1,1,3,1,4,6,3
3598,0,1,0.0,0.0,1,1,0,1,1,5,1,11,10,2
3600,0,1,0.0,0.0,1,0,0,0,0,5,1,0,5,4
3602,0,1,0.0,0.0,1,0,0,0,1,2,2,4,15,4
3603,0,0,1.0,0.0,1,0,0,1,1,6,2,0,20,3
3604,0,1,1.0,0.0,1,0,0,1,1,3,2,0,1,4
3605,0,1,1.0,0.0,1,0,0,1,1,1,2,3,10,4
3606,0,1,1.0,1.0,0,0,0,1,1,5,2,0,17,4
3609,0,1,1.0,0.0,1,0,0,0,0,1,1,5,4,4
3611,0,1,0.0,0.0,1,0,1,1,1,1,1,15,13,3
3615,0,1,0.0,0.0,0,1,1,1,1,4,2,0,3,2
3616,0,1,0.0,0.0,1,0,0,1,1,1,2,10,7,4
3618,0,0,0.0,0.0,1,0,0,1,1,2,2,4,7,4
3619,0,1,,0.0,1,0,0,1,0,2,2,0,5,4
3621,0,0,0.0,0.0,1,0,0,1,1,4,2,0,5,4
3622,0,1,0.0,0.0,0,1,1,0,0,1,2,4,5,2
3623,0,1,0.0,0.0,1,1,1,0,0,4,1,10,2,1
3626,0,0,0.0,0.0,1,0,1,0,1,2,1,10,0,2
3628,0,1,1.0,1.0,1,1,0,0,1,3,1,4,17,3
3630,0,1,1.0,0.0,1,1,0,0,1,3,2,3,10,2
3633,0,0,0.0,0.0,1,0,0,0,1,4,1,3,14,3
3636,0,1,0.0,0.0,1,1,0,1,1,3,1,24,4,2
3641,0,0,0.0,1.0,1,0,1,0,1,5,1,10,4,3
3643,0,1,1.0,0.0,1,1,0,1,1,2,2,3,13,2
3644,0,1,1.0,0.0,1,1,0,0,0,1,1,8,5,2
3647,0,1,1.0,1.0,1,1,0,1,1,5,1,4,4,2
3648,0,1,0.0,0.0,1,1,1,0,1,2,1,3,21,2
3650,0,1,0.0,0.0,1,0,0,1,1,2,2,0,8,4
3651,0,1,0.0,1.0,1,0,0,1,0,2,2,0,2,4
3653,0,0,0.0,1.0,1,1,1,1,1,1,2,50,20,2
3656,0,1,1.0,1.0,1,0,0,1,0,4,1,0,4,3
3657,0,1,,0.0,1,1,1,0,1,1,2,20,9,1
3661,0,1,1.0,0.0,0,0,0,1,1,3,2,0,25,4
3664,0,1,0.0,0.0,1,0,0,0,1,1,2,2,4,4
3667,0,1,1.0,1.0,1,0,0,0,1,3,2,12,4,3
3669,0,1,0.0,0.0,1,1,1,0,1,3,2,8,25,1
3671,0,1,0.0,1.0,1,0,0,1,1,4,1,8,4,3
3676,0,0,0.0,0.0,1,0,1,1,1,2,1,2,4,3
3677,0,1,0.0,0.0,1,1,0,1,0,1,1,15,1,3
3680,0,1,0.0,0.0,1,0,0,1,1,1,2,8,10,4
3681,0,0,1.0,0.0,1,0,0,1,1,5,2,10,3,3
3682,0,1,1.0,0.0,1,0,0,1,1,2,1,11,0,3
3683,0,1,0.0,0.0,1,1,0,0,0,3,2,0,4,3
3684,0,1,0.0,0.0,1,0,0,0,1,2,2,0,7,4
3689,0,0,1.0,1.0,1,0,0,0,0,2,1,0,15,4
3690,0,1,0.0,0.0,1,0,0,0,1,1,2,1,15,4
3691,0,1,1.0,0.0,1,0,0,1,1,3,2,5,10,4
3692,0,0,0.0,0.0,1,0,0,1,1,1,2,0,5,4
3693,0,1,0.0,0.0,1,0,0,0,1,4,2,0,10,4
3694,0,1,0.0,0.0,0,0,0,1,1,4,2,3,15,3
3695,0,1,0.0,1.0,1,1,1,0,0,1,1,0,1,2
3696,0,1,0.0,0.0,1,1,0,1,0,1,2,3,5,2
3700,0,1,1.0,1.0,1,0,0,1,1,2,1,2,10,4
3702,0,1,0.0,0.0,1,1,0,0,1,1,2,3,3,3
3703,0,1,1.0,0.0,1,0,0,0,0,1,2,3,25,4
3705,0,1,0.0,0.0,1,0,0,1,0,1,1,15,20,3
3707,0,1,0.0,0.0,1,1,0,0,1,3,2,22,6,2
3709,0,1,0.0,0.0,1,1,0,0,0,3,1,20,10,2
3710,0,1,0.0,0.0,1,0,0,0,1,1,2,4,4,4
3711,0,0,0.0,1.0,1,0,0,0,1,4,2,0,1,4
3715,0,1,0.0,1.0,1,1,0,0,1,4,1,0,3,1
3717,0,1,1.0,0.0,1,0,0,1,1,5,2,1,14,4
3718,0,1,0.0,,0,0,0,1,1,2,1,3,15,3
3719,0,1,0.0,0.0,1,0,1,1,1,2,2,10,20,3
3720,0,1,0.0,0.0,1,1,0,1,1,5,2,8,10,2
3721,0,1,1.0,0.0,1,1,0,0,0,1,1,0,7,2
3723,0,1,1.0,0.0,1,0,0,0,1,3,1,12,20,4
3725,0,1,0.0,1.0,1,0,0,1,1,3,2,3,10,3
3727,0,1,1.0,0.0,1,0,0,0,0,6,2,14,9,3
3728,0,1,1.0,0.0,0,1,0,0,0,2,1,8,6,1
3729,0,1,0.0,0.0,1,0,0,1,0,4,2,2,20,4
3730,0,1,0.0,1.0,1,0,0,1,1,1,2,2,4,4
3731,0,0,0.0,1.0,1,1,1,1,1,4,1,1,10,2
3735,0,1,0.0,0.0,1,1,0,0,1,3,2,6,3,2
3737,0,1,0.0,0.0,1,0,0,0,0,2,2,10,5,4
3738,0,1,0.0,0.0,1,0,0,1,1,2,1,3,10,4
3739,0,1,0.0,0.0,1,0,0,0,0,3,2,3,3,2
3742,0,1,0.0,0.0,1,1,1,0,1,5,1,15,3,1
3743,0,1,0.0,0.0,1,1,1,0,1,1,1,8,3,2
3744,0,1,1.0,0.0,1,1,0,1,0,5,1,10,10,2
3746,0,1,1.0,0.0,1,0,1,0,1,1,1,7,5,3
3749,0,1,0.0,0.0,1,1,1,1,1,1,2,3,6,1
3750,0,1,0.0,1.0,1,1,0,1,1,5,2,5,10,2
3751,0,1,0.0,1.0,1,0,0,1,0,3,2,3,17,4
3753,0,1,0.0,0.0,1,1,1,0,0,2,2,2,10,1
3755,0,0,0.0,0.0,0,0,1,1,1,6,2,10,5,3
3756,0,1,0.0,0.0,1,0,0,1,1,1,2,15,20,4
3757,0,1,0.0,0.0,1,0,0,0,1,2,2,12,2,3
3761,0,0,0.0,0.0,1,0,0,0,1,5,2,5,24,3
3769,0,1,1.0,0.0,1,0,0,1,1,3,2,4,10,4
3772,0,0,1.0,0.0,1,0,0,0,1,5,2,0,20,4
3774,0,0,0.0,1.0,0,0,0,0,1,6,2,3,12,4
3775,0,1,0.0,0.0,0,0,0,0,0,1,2,0,10,4
3781,0,1,0.0,0.0,1,1,0,0,0,3,1,0,0,2
3783,0,1,1.0,0.0,1,0,0,1,1,2,1,1,4,4
3784,0,1,1.0,0.0,1,0,1,0,0,2,2,60,3,3
3785,0,1,1.0,1.0,0,1,0,1,0,4,2,4,15,1
3786,0,0,0.0,1.0,1,0,0,0,1,2,2,0,2,4
3787,0,1,0.0,0.0,1,0,0,0,0,1,2,0,24,4
3791,0,1,0.0,0.0,1,0,0,0,0,4,2,1,10,4
3797,0,1,0.0,0.0,1,0,0,1,1,6,2,0,0,4
3798,0,1,0.0,0.0,1,0,0,0,1,2,2,3,6,4
3802,0,1,0.0,0.0,1,0,0,1,1,3,2,10,10,4
3805,0,1,0.0,0.0,1,0,0,0,1,3,2,3,6,4
3807,0,1,0.0,0.0,1,0,0,0,1,6,2,6,10,4
3810,0,1,0.0,0.0,1,0,0,0,1,3,2,0,0,4
3813,0,1,0.0,0.0,1,0,0,1,1,1,1,3,15,4
3814,0,1,,0.0,1,1,0,1,1,1,2,5,4,3
3820,0,1,0.0,0.0,1,1,1,1,1,2,2,5,5,1
3822,0,1,1.0,0.0,1,1,0,1,1,2,1,5,12,2
3823,0,1,1.0,0.0,1,1,1,1,1,3,2,5,10,2
3825,0,1,,1.0,0,0,0,1,0,4,1,2,10,3
3826,0,0,,0.0,1,1,0,0,1,4,2,3,7,3
3827,0,0,0.0,0.0,1,0,0,1,1,2,2,0,10,3
